description,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,neighbourhood,accommodates,bathrooms,bedrooms,beds,off_peak_min,peak_min,peak_max,off_peak_max,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,estimated_occupancy_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,host_verifications_email,host_verifications_phone,host_verifications_work_email,has_self_checkin,has_wifi,has_kitchen,has_dryer,has_air_conditioning,has_heating,has_dedicated_workspace,has_hair_dryer,has_iron,has_gym,has_bbq_grill,has_breakfast,has_fireplace,has_smoking_allowed,has_pets_allowed,has_wine_glasses,has_crib,has_city_skyline_view,has_river_view,has_luggage_dropoff_allowed,has_long_term_stays_allowed,has_private_entrance,has_exterior_security_cameras,has_elevator,has_lock_on_bedroom_door,has_tub,has_washer,has_pool,has_alarm,has_garden_courtyard_view,has_outdoor,has_free_parking,amenities_count,count_appliances_expensive,has_ott,host_experience_months,host_category,host_non_exposure,hosting_period,recent_last_review,room_type_Hotel room,room_type_Private room,room_type_Shared room,property_grouped_Hospitality,property_grouped_House,property_grouped_Other
1,1.0,0,1.0,1.0,0.32,1,1.0,3.0,1,1,2.0,1.0,1.0,1.0,30.0,30.0,1125.0,1125.0,24.0,29.0,59.0,239.0,164.0,4.0,0.0,239.0,240.0,4.68,4.74,4.49,4.75,4.82,4.96,4.62,0,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,5.0,0.0,107.0,0,1,104.0,2.0,False,False,False,False,False,False
1,1.0,1,1.0,0.98,1.0,0,80.0,764.0,1,1,4.0,1.0,0.0,2.0,1.0,1.0,1.0,1125.0,27.0,55.0,76.0,237.0,600.0,117.0,6.0,206.0,255.0,4.73,4.76,4.77,4.81,4.72,4.8,4.64,1,1,79.0,37.0,42.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,6.0,0.0,77.0,2,1,51.0,1.0,False,False,False,False,False,False
1,1.0,0,4.0,0.0,0.29,0,1.0,2.0,1,0,4.0,1.0,1.0,2.0,30.0,30.0,140.0,140.0,21.0,51.0,81.0,265.0,9.0,1.0,0.0,265.0,60.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,3.0,0.0,116.0,0,1,30.0,9.0,False,False,False,False,False,False
1,1.0,1,1.0,1.0,0.97,0,5255.0,5458.0,1,1,2.0,1.0,0.0,1.0,31.0,335.0,1125.0,1125.0,22.0,52.0,82.0,357.0,2.0,0.0,0.0,297.0,0.0,4.5,5.0,4.0,4.5,4.0,5.0,4.0,0,1,1194.0,1194.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,35.0,5.0,0.0,99.0,2,1,73.0,43.0,False,False,False,False,False,False
1,4.0,1,2.0,1.0,0.51,1,6.0,13.0,1,1,1.0,2.0,1.0,1.0,30.0,30.0,365.0,365.0,0.0,1.0,31.0,245.0,11.0,2.0,0.0,245.0,120.0,5.0,4.82,4.91,5.0,5.0,4.91,4.91,0,1,6.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,45.0,4.0,0.0,91.0,1,1,43.0,8.0,False,True,False,False,False,False
1,1.0,1,3.0,0.75,0.7,0,31.0,31.0,1,1,2.0,1.0,1.0,2.0,30.0,30.0,360.0,360.0,0.0,0.0,0.0,269.0,10.0,1.0,0.0,209.0,60.0,4.9,4.7,4.7,4.9,4.9,5.0,4.6,0,1,31.0,31.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,1.0,0.0,132.0,2,0,96.0,9.0,False,False,False,False,False,False
1,1.0,1,2.0,1.0,0.57,1,31.0,37.0,1,1,2.0,1.0,0.0,1.0,30.0,30.0,365.0,365.0,0.0,0.0,30.0,235.0,12.0,3.0,0.0,175.0,180.0,4.92,4.92,5.0,5.0,5.0,4.83,5.0,0,1,31.0,31.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,49.0,5.0,1.0,46.0,2,1,32.0,4.0,False,False,False,False,False,False
1,3.0,1,2.0,1.0,1.0,0,1.0,1.0,1,1,4.0,1.0,0.0,2.0,30.0,30.0,1125.0,1125.0,4.0,29.0,59.0,235.0,219.0,1.0,0.0,235.0,60.0,4.74,4.72,4.66,4.85,4.89,4.95,4.59,0,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,48.0,5.0,1.0,80.0,0,0,80.0,10.0,False,False,False,False,False,False
1,1.0,0,1.0,1.0,1.0,0,25.0,44.0,1,0,2.0,1.0,1.0,1.0,30.0,30.0,365.0,365.0,1.0,31.0,61.0,241.0,2.0,2.0,0.0,241.0,120.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0,1,17.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,115.0,2,1,4.0,3.0,False,False,False,False,False,False
1,1.0,1,1.0,1.0,0.74,2,39.0,76.0,1,1,2.0,1.0,0.0,1.0,30.0,30.0,365.0,365.0,28.0,58.0,88.0,363.0,15.0,0.0,0.0,303.0,0.0,4.27,4.67,3.93,4.93,4.47,5.0,4.13,0,1,30.0,30.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,35.0,6.0,0.0,155.0,2,1,103.0,16.0,False,False,False,False,False,False
1,1.0,1,1.0,1.0,0.92,0,49.0,56.0,1,0,6.0,1.0,0.0,3.0,1.0,7.0,1125.0,1125.0,5.0,5.0,5.0,5.0,2.0,1.0,0.0,5.0,14.0,5.0,5.0,4.5,5.0,4.5,5.0,4.5,1,1,49.0,38.0,11.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,4.0,0.0,57.0,2,1,29.0,8.0,False,False,False,False,False,False
1,1.0,1,0.0,1.0,0.91,0,1.0,1.0,1,1,4.0,1.5,1.0,3.0,30.0,30.0,120.0,120.0,30.0,60.0,90.0,270.0,186.0,0.0,0.0,270.0,0.0,4.91,4.93,4.89,4.93,4.98,4.92,4.8,0,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,46.0,6.0,0.0,143.0,0,0,142.0,17.0,False,False,False,False,False,False
1,1.0,1,1.0,1.0,1.0,1,1.0,2.0,1,1,1.0,1.0,1.0,1.0,30.0,30.0,1125.0,1125.0,1.0,21.0,21.0,81.0,100.0,3.0,0.0,81.0,180.0,4.97,4.93,4.96,4.97,4.99,4.76,4.88,0,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,65.0,3.0,1.0,110.0,0,1,62.0,3.0,False,True,False,False,False,False
1,4.0,0,1.0,1.0,1.0,1,4.0,4.0,1,0,2.0,1.0,1.0,1.0,30.0,30.0,365.0,365.0,18.0,48.0,78.0,258.0,1.0,1.0,1.0,258.0,60.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,0,1,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,0.0,67.0,1,0,1.0,1.0,False,True,False,False,False,False
1,1.0,1,1.0,0.89,1.0,0,26.0,38.0,1,0,6.0,2.0,3.0,3.0,30.0,30.0,365.0,365.0,1.0,31.0,61.0,62.0,6.0,0.0,0.0,62.0,0.0,4.67,4.5,5.0,5.0,5.0,4.83,4.5,0,1,25.0,25.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,38.0,6.0,0.0,45.0,2,1,23.0,19.0,False,False,False,False,False,False
1,1.0,1,1.0,1.0,0.91,0,18.0,22.0,1,1,4.0,1.5,2.0,2.0,30.0,30.0,1125.0,1125.0,0.0,0.0,0.0,59.0,2.0,0.0,0.0,59.0,0.0,5.0,4.5,5.0,5.0,5.0,5.0,4.5,0,1,18.0,18.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,61.0,5.0,0.0,28.0,2,1,20.0,15.0,False,False,False,False,False,False
1,1.0,1,3.0,1.0,0.83,0,1.0,2.0,1,1,4.0,1.0,1.0,2.0,30.0,30.0,365.0,365.0,3.0,10.0,37.0,312.0,147.0,1.0,0.0,252.0,60.0,4.72,4.88,4.83,4.78,4.76,4.67,4.63,0,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,4.0,0.0,143.0,0,1,126.0,5.0,False,False,False,False,False,False
1,1.0,1,1.0,1.0,1.0,2,2.0,3.0,1,1,6.0,1.0,1.0,2.0,3.0,3.0,1125.0,1125.0,2.0,2.0,3.0,30.0,399.0,34.0,1.0,30.0,255.0,4.79,4.85,4.89,4.93,4.87,4.82,4.83,1,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,49.0,5.0,0.0,133.0,0,1,126.0,1.0,False,False,False,False,False,False
1,1.0,0,3.0,0.79,0.9,0,48.0,71.0,1,1,2.0,1.0,1.0,1.0,4.0,15.0,29.0,29.0,5.0,35.0,65.0,65.0,49.0,14.0,0.0,65.0,255.0,4.78,4.82,4.82,4.88,4.57,4.8,4.57,1,1,48.0,43.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,28.0,2.0,0.0,111.0,2,1,53.0,2.0,False,False,False,False,False,False
1,1.0,1,3.0,0.68,0.77,0,758.0,983.0,1,1,2.0,1.0,1.0,1.0,30.0,30.0,180.0,180.0,0.0,0.0,9.0,223.0,2.0,0.0,0.0,223.0,0.0,4.0,4.5,3.5,5.0,5.0,5.0,4.5,0,1,298.0,48.0,250.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,2.0,0.0,19.0,2,1,17.0,16.0,False,False,False,False,False,False
1,2.0,1,2.0,1.0,0.62,0,9.0,9.0,1,0,2.0,1.0,1.0,1.0,2.0,4.0,29.0,29.0,15.0,15.0,15.0,15.0,22.0,4.0,2.0,15.0,51.0,4.86,4.91,4.86,4.91,4.91,4.95,4.77,1,1,9.0,3.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,4.0,0.0,162.0,1,0,33.0,1.0,False,False,False,False,False,False
1,1.0,1,1.0,1.0,0.83,0,264.0,398.0,1,1,2.0,1.0,0.0,1.0,30.0,30.0,365.0,365.0,25.0,55.0,85.0,360.0,1.0,1.0,0.0,300.0,60.0,1.0,3.0,3.0,3.0,4.0,4.0,1.0,0,1,236.0,236.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,2.0,0.0,87.0,2,1,2.0,2.0,False,False,False,False,False,False
1,4.0,0,3.0,1.0,0.65,0,2.0,5.0,1,0,4.0,1.0,2.0,2.0,30.0,30.0,1125.0,1125.0,17.0,47.0,77.0,282.0,8.0,1.0,0.0,222.0,60.0,4.75,4.88,4.38,4.88,4.88,4.88,4.5,0,1,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,5.0,0.0,66.0,1,1,45.0,4.0,False,False,False,False,False,False
1,1.0,0,4.0,0.42,0.47,0,177.0,194.0,1,0,2.0,1.0,1.0,1.0,30.0,30.0,365.0,365.0,3.0,33.0,63.0,338.0,5.0,3.0,0.0,277.0,180.0,4.6,4.8,4.8,4.8,4.8,5.0,4.4,0,1,176.0,176.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,111.0,2,1,36.0,3.0,False,False,False,False,False,False
1,1.0,1,3.0,1.0,0.68,0,1.0,1.0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,8.0,16.0,236.0,6.0,6.0,1.0,180.0,77.0,5.0,5.0,5.0,5.0,5.0,5.0,4.83,1,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,29.0,1.0,0.0,123.0,0,0,5.0,1.0,False,True,False,False,False,False
1,4.0,0,1.0,0.99,0.88,0,3049.0,5928.0,1,1,12.0,3.0,3.0,6.0,1.0,1.0,1125.0,1125.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,242.0,7.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,1.0,0.0,25.0,2,1,8.0,8.0,True,False,False,True,False,False
1,1.0,0,4.0,0.42,0.47,0,177.0,194.0,1,0,3.0,1.0,0.0,1.0,30.0,30.0,365.0,365.0,0.0,9.0,9.0,254.0,16.0,2.0,0.0,194.0,120.0,4.81,4.81,4.75,4.69,4.69,5.0,4.75,0,1,176.0,176.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,111.0,2,1,88.0,9.0,False,False,False,False,False,False
1,1.0,1,1.0,0.91,0.95,1,6.0,9.0,1,1,4.0,1.0,1.0,2.0,30.0,30.0,365.0,365.0,1.0,31.0,31.0,190.0,117.0,5.0,0.0,130.0,255.0,4.96,4.97,4.93,4.91,4.92,4.8,4.8,0,1,3.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,1.0,0.0,66.0,1,1,36.0,2.0,False,False,False,False,False,False
1,4.0,1,1.0,1.0,1.0,0,1.0,1.0,1,1,2.0,1.0,0.0,1.0,1.0,2.0,1125.0,1125.0,2.0,9.0,17.0,108.0,249.0,60.0,3.0,108.0,255.0,4.47,4.53,4.37,4.88,4.78,4.9,4.54,1,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,4.0,0.0,60.0,0,0,60.0,1.0,False,True,False,False,False,False
1,4.0,1,0.0,1.0,1.0,0,4.0,5.0,1,0,2.0,1.0,1.0,2.0,1.0,4.0,731.0,731.0,25.0,51.0,79.0,347.0,2.0,0.0,0.0,290.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,1,1,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,69.0,1,1,64.0,56.0,True,False,False,True,False,False
1,1.0,1,1.0,0.85,0.99,0,10.0,12.0,1,0,2.0,1.0,1.0,1.0,1.0,1.0,2147483647.0,2147483647.0,30.0,60.0,90.0,305.0,201.0,32.0,2.0,305.0,255.0,4.29,4.33,4.4,4.51,4.35,4.71,4.19,1,1,10.0,0.0,10.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,69.0,1,1,56.0,1.0,False,True,False,True,False,False
1,4.0,1,2.0,0.88,0.45,1,2.0,2.0,1,1,2.0,1.0,1.0,0.0,3.0,3.0,365.0,365.0,30.0,60.0,90.0,365.0,10.0,5.0,0.0,305.0,64.0,4.9,4.9,5.0,4.8,4.9,5.0,4.7,1,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,56.0,5.0,0.0,25.0,0,0,18.0,2.0,False,False,False,False,False,False
1,4.0,0,1.0,1.0,0.96,0,6.0,6.0,0,0,3.0,1.0,1.0,1.0,30.0,30.0,1125.0,1125.0,14.0,44.0,58.0,276.0,9.0,3.0,0.0,216.0,180.0,4.89,4.78,4.89,4.44,4.78,4.44,4.89,0,1,6.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,34.0,4.0,1.0,43.0,1,0,41.0,6.0,False,False,False,False,False,False
1,1.0,1,2.0,1.0,0.99,1,303.0,1106.0,1,1,3.0,0.0,1.0,1.0,30.0,30.0,1125.0,1125.0,5.0,35.0,65.0,335.0,1.0,0.0,0.0,280.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,134.0,134.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,29.0,6.0,0.0,125.0,2,1,49.0,49.0,False,False,False,False,False,False
1,1.0,1,1.0,1.0,0.74,2,39.0,76.0,1,1,4.0,1.0,0.0,2.0,30.0,30.0,365.0,365.0,0.0,2.0,2.0,268.0,2.0,0.0,0.0,208.0,0.0,5.0,4.5,4.5,5.0,5.0,4.5,4.5,0,1,30.0,30.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,41.0,4.0,0.0,155.0,2,1,19.0,13.0,False,False,False,False,False,False
1,1.0,0,0.0,1.0,0.91,0,1.0,4.0,1,0,2.0,1.5,1.0,0.0,30.0,30.0,90.0,90.0,29.0,59.0,89.0,89.0,2.0,0.0,0.0,89.0,0.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,0,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,4.0,1.0,133.0,0,1,23.0,22.0,False,True,False,False,False,False
1,4.0,0,1.0,1.0,1.0,1,10.0,14.0,1,0,3.0,1.0,1.0,2.0,1.0,1.0,365.0,365.0,3.0,8.0,10.0,78.0,60.0,57.0,4.0,78.0,255.0,4.93,4.92,4.92,4.88,4.95,4.88,4.83,1,1,10.0,3.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,2.0,0.0,16.0,1,1,15.0,1.0,False,False,False,False,False,False
1,1.0,1,4.0,0.41,0.59,0,20.0,20.0,1,0,1.0,1.0,1.0,1.0,30.0,30.0,365.0,365.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,20.0,9.0,11.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,5.0,0.0,6.0,2,0,32.0,4.0,False,True,False,False,False,False
1,4.0,0,1.0,0.98,0.91,1,146.0,167.0,1,0,1.0,1.0,1.0,1.0,30.0,30.0,175.0,175.0,0.0,0.0,10.0,214.0,1.0,1.0,0.0,154.0,60.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,0,1,143.0,143.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,1.0,0.0,117.0,2,1,5.0,5.0,False,False,False,False,False,False
1,1.0,0,1.0,1.0,0.94,1,3.0,4.0,1,1,1.0,1.0,1.0,1.0,2.0,3.0,28.0,28.0,1.0,7.0,31.0,31.0,109.0,46.0,2.0,31.0,255.0,4.88,4.91,4.91,4.94,4.94,4.95,4.71,1,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,4.0,0.0,42.0,0,1,39.0,1.0,False,True,False,False,False,False
