id,latitude,longitude,neighbourhood_cleansed,neighbourhood_group_cleansed,price
28350560.0,40.75558,-73.88671,East Elmhurst,Other,56.0
7.880706640748567e+17,40.5979873,-73.7561801,Far Rockaway,Other,47.0
6.197621152063757e+17,40.70955,-73.76267,Hollis,Other,121.0
8.831120968413194e+17,40.785156478894535,-73.80866526495196,Whitestone,Other,67.0
5.41449474530378e+17,40.74626,-73.89546,Woodside,Other,80.0
1.2877394614814392e+18,40.70303,-73.74392,Queens Village,Other,120.0
4738429.0,40.81215,-73.85503,Clason Point,Other,110.0
20149318.0,40.85646,-73.86578,Bronxdale,Other,38.0
1.3405685645502244e+18,40.72447409999999,-73.89281989999999,Maspeth,Other,28.0
7.683443999663e+17,40.68204,-73.76798,Jamaica,Other,47.0
5.489637641096824e+17,40.68155,-73.78077,Jamaica,Other,215.0
8313551.0,40.73591,-73.92603,Long Island City,Other,113.0
1.3097602759852623e+18,40.68092,-73.76855,Jamaica,Other,105.0
7.262051076480481e+17,40.71265,-73.73941,Queens Village,Other,281.0
53832868.0,40.62866,-74.14578,Port Richmond,Other,65.0
36571835.0,40.86684,-73.88782,Fordham,Other,46.0
8.242079311554524e+17,40.7571211847214,-73.8829050116394,East Elmhurst,Other,222.0
1.086373655299408e+18,40.623364387170966,-74.15795841915049,Graniteville,Other,144.0
8.638377707575004e+17,40.6940283,-73.8442726,Richmond Hill,Other,115.0
8.028862287523073e+17,40.7047790217148,-73.89046546820401,Glendale,Other,118.0
6.185997747838386e+17,40.80856,-73.9274,Mott Haven,Other,154.0
6.958176634647628e+17,40.61289,-74.07345,Rosebank,Other,80.0
20337158.0,40.74764,-73.86538,Corona,Other,50.0
6.588402484505865e+17,40.703952,-73.7282713,Queens Village,Other,341.0
1.171128417170687e+18,40.58128356466058,-74.08433554000098,Dongan Hills,Other,136.0
12039579.0,40.70836,-73.83026,Kew Gardens,Other,70.0
21647932.0,40.7446,-73.90388,Woodside,Other,85.0
9513511.0,40.85691,-73.8658,Bronxdale,Other,67.0
38573589.0,40.81992,-73.9079,Longwood,Other,84.0
9.295846247483626e+17,40.64152,-74.11177,Randall Manor,Other,97.0
46275383.0,40.85402,-73.88209,Belmont,Other,100.0
47870168.0,40.88224,-73.89452,Kingsbridge,Other,80.0
8.1236431294902e+17,40.66406,-73.81233,South Ozone Park,Other,312.0
1.1184472849397297e+18,40.72699239888244,-73.86760121323073,Rego Park,Other,180.0
9.742272487653956e+17,40.6677302,-73.79179540000001,South Ozone Park,Other,277.0
8.007085115830157e+17,40.754665,-73.830957,Flushing,Other,97.0
6.080735861046031e+17,40.77345,-73.92817,Astoria,Other,47.0
5.551712023681843e+17,40.69525,-73.8975,Glendale,Other,109.0
53403946.0,40.77018,-73.83121,Flushing,Other,80.0
35540308.0,40.75215,-73.93581,Long Island City,Other,229.0
1.2237787085476634e+18,40.7657,-73.91346,Astoria,Other,55.0
50639364.0,40.67062,-73.77775,Jamaica,Other,108.0
9.263128645668918e+17,40.62119,-74.07205,Clifton,Other,268.0
4956469.0,40.75715,-73.77461,Bayside,Other,80.0
8.507532239148215e+17,40.774813434746136,-73.90813552518382,Ditmars Steinway,Other,79.0
45000320.0,40.76678,-73.91317,Astoria,Other,60.0
52354591.0,40.76513,-73.88933,East Elmhurst,Other,156.0
9.89774262575745e+17,40.7029711,-73.90955079999999,Ridgewood,Other,34.0
50017683.0,40.59813,-73.74207,Far Rockaway,Other,187.0
9.944827670796104e+17,40.70106,-73.7424,Cambria Heights,Other,180.0
1.2197614876914609e+18,40.6327985,-74.0758184,Stapleton,Other,99.0
41007370.0,40.63587,-74.1213,Randall Manor,Other,55.0
31201815.0,40.81743,-73.92135,Melrose,Other,154.0
20608954.0,40.71467,-73.83532,Forest Hills,Other,60.0
54045965.0,40.71091,-73.78241,Jamaica,Other,98.0
8.740940836249133e+17,40.71206041058556,-73.76785447954167,Hollis,Other,95.0
8.699140871813798e+17,40.6704667,-73.7595302,Springfield Gardens,Other,99.0
5.6092284197956806e+17,40.70198,-73.82871,Richmond Hill,Other,55.0
6.849183286177834e+17,40.82298,-73.91561,Melrose,Other,75.0
33974640.0,40.75732,-73.92671,Astoria,Other,47.0
39289019.0,40.84395,-73.90565,Claremont Village,Other,110.0
7.477957880525793e+17,40.83363,-73.91509,Concourse Village,Other,92.0
1.1024581608487566e+18,40.696059823730806,-73.85104981522659,Woodhaven,Other,112.0
